Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Carson Kelly,24,111,365,314,46,77,19,0,18,47,0,0,48,79,.245,.348,.478,.826,112,150,11,2,0,1,10,1
1B,Christian Walker,28,152,603,529,86,137,26,1,29,73,8,1,67,155,.259,.348,.476,.825,111,252,11,6,0,1,6,1
2B,Wilmer Flores,27,89,285,265,31,84,18,0,9,37,0,0,15,31,.317,.361,.487,.848,118,129,9,4,0,1,0,1
SS,Nick Ahmed,29,158,625,556,79,141,33,6,19,82,8,2,52,113,.254,.316,.437,.753,93,243,15,4,1,12,2,1
3B,Eduardo Escobar#,30,158,699,636,94,171,29,10,35,118,5,1,50,130,.269,.320,.511,.831,111,325,8,3,0,10,3,1
LF,David Peralta*,31,99,423,382,48,105,29,3,12,57,0,0,35,87,.275,.343,.461,.804,106,176,9,5,0,1,3,1
CF,Ketel Marte#,25,144,628,569,97,187,36,9,32,92,10,2,53,86,.329,.389,.592,.981,149,337,7,4,0,2,2,1
RF,Adam Jones,33,137,528,485,66,126,25,1,16,67,2,1,31,101,.260,.313,.414,.728,87,201,15,8,0,3,2,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Jarrod Dyson*,34,130,452,400,65,92,11,2,7,27,30,4,47,86,.230,.313,.320,.633,66,128,1,2,1,2,0,1
LF,Tim Locastro,26,91,250,212,38,53,12,2,1,17,17,0,14,44,.250,.357,.340,.697,84,72,1,22,1,1,0,1
CI,Jake Lamb*,28,78,226,187,26,36,8,2,6,30,1,0,32,55,.193,.323,.353,.676,76,66,4,5,0,2,1,1
2B,Ildemaro Vargas#,27,92,211,201,25,54,9,1,6,24,1,0,9,24,.269,.299,.413,.712,82,83,6,0,0,1,0,1
C,Alex Avila*,32,63,201,164,22,34,8,0,9,24,1,0,36,68,.207,.353,.421,.774,100,69,8,1,0,0,7,1
LF,Josh Rojas*,25,41,157,138,17,30,7,0,2,16,4,2,18,41,.217,.312,.312,.624,64,43,3,1,0,0,0,1
1B,Kevin Cron,26,39,78,71,12,15,4,0,6,16,0,1,4,28,.211,.269,.521,.790,98,37,2,2,0,1,0,1
OF,Blake Swihart#,27,31,70,66,9,9,0,0,3,9,0,0,4,29,.136,.186,.273,.458,17,18,2,0,0,0,0,1
C,John Ryan Murphy,28,25,69,62,9,11,3,0,4,7,0,0,6,28,.177,.250,.419,.669,69,26,0,0,1,0,0,1
C,Caleb Joseph,33,20,41,38,5,8,2,0,0,3,0,0,1,10,.211,.250,.263,.513,34,10,0,1,1,0,0,1
OF,Abraham Almonte#,30,17,38,31,11,9,3,1,1,4,0,0,7,8,.290,.421,.548,.969,149,17,1,0,0,0,0,1
IF,Domingo Leyba#,23,21,30,25,6,7,2,1,0,5,0,0,4,9,.280,.367,.440,.807,109,11,0,0,0,1,0,1
DH,Yasmany Tomás,28,4,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Robbie Ray*,27,31,60,55,1,4,0,0,0,3,0,0,0,28,.073,.073,.073,.145,-62,4,2,0,5,0,0,1
P,Merrill Kelly,30,30,60,52,3,1,0,0,0,2,0,0,2,25,.019,.056,.019,.075,-79,1,2,0,6,0,0,1
P,Zack Greinke,35,24,54,48,7,13,4,1,3,8,1,0,2,11,.271,.300,.583,.883,121,28,2,0,4,0,0,1
P,Taylor Clarke,26,21,25,24,2,6,0,0,1,2,0,0,0,10,.250,.250,.375,.625,59,9,0,0,1,0,0,1
P,Alex Young*,25,16,25,25,1,1,0,0,0,0,0,0,0,18,.040,.040,.040,.080,-79,1,0,0,0,0,0,1
P,Zack Godley,29,23,22,18,3,3,0,0,0,2,0,0,3,9,.167,.286,.167,.452,23,3,0,0,1,0,0,1
P,Mike Leake,31,10,22,20,0,1,0,0,0,1,0,0,0,11,.050,.050,.050,.100,-74,1,0,0,2,0,0,1
P,Luke Weaver,25,13,21,19,2,2,0,0,1,4,0,0,0,11,.105,.100,.263,.363,-11,5,0,0,1,1,0,1
P,Zac Gallen,23,8,13,9,1,1,0,0,0,1,0,0,0,3,.111,.111,.111,.222,-42,1,0,0,4,0,0,1
P,Jon Duplantier*,24,15,8,8,1,1,0,0,0,0,0,0,0,5,.125,.125,.125,.250,-34,1,0,0,0,0,0,1
P,Matt Andriese,29,51,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Matt Koch*,28,9,6,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,T.J. McFarland*,30,47,5,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
